,Fund,Study Area Code,Company Name,Carrier,Latitude,Longitude,Deployment Address,Deployment City,Deployment State,Deployment ZIP Code,SAC Primary State,Deployment Date,Filing Year,Census Block,Locations Deployed,Download/Upload Speed Tier,Technology,Other Technology,Latency,Overlapping Locations,FIPSCODE,geometry
2077,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.483478,-85.102828,1533 STATE HWY 123 WHITE FISH RD,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001180,1,10 Mbps/1 Mbps,,,,False,86700,POINT (-85.102828 46.483478)
2078,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.750222,-84.9811,16828 N N WHITEFISH POINT RD,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001004,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-84.9811 46.750222)
2079,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.962684,-83.832464,37634 S FAIRVIEW COVE RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001128,1,4 Mbps/1 Mbps,,,,False,23080,POINT (-83.832464 45.962684)
2080,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.426743,-85.02206,33092 W NORTH SHORE DR,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707001191,1,10 Mbps/1 Mbps,,,,False,86700,POINT (-85.02206 46.426743)
2081,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.673325,-85.614847,29527 CO 407 DEER PARK RD,NEWBERRY,MI,49868,MI,03/01/2011,2016,260959602001245,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.614847 46.673325)
2083,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.159132,-85.269963,W8185 W HIAWATHA TRL,NAUBINWAY,MI,49762,MI,12/31/2012,2016,260979502002089,1,10 Mbps/1 Mbps,,,,False,39760,POINT (-85.269963 46.159132)
2084,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.317495,-85.148922,13052S W ARBUTUS TRUCK TR,HULBERT,MI,49748,MI,10/01/2006,2016,260339707002107,1,10 Mbps/1 Mbps,,,,False,39860,POINT (-85.148922 46.317495)
2085,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.671718,-85.6116,29339 CO 407 DEER PARK RD,NEWBERRY,MI,49868,MI,03/01/2011,2016,260959602001245,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.6116 46.671718)
2086,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.397919,-84.499647,7306 S FORREST SIDE RD,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706002082,1,100 Mbps/25 Mbps,,,,False,77540,POINT (-84.499647 46.397919)
2087,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.354274,-85.157493,500 FEET WEST OF 690 W 2ND ST,HULBERT,MI,49748,MI,10/01/2006,2016,260339707002023,1,10 Mbps/1 Mbps,,,,False,39860,POINT (-85.157493 46.354274)
2088,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.982357,-83.676865,32932 E JOHNSWOOD RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002100,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.67686500000001 45.982357)
2089,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.663011,-85.031275,10811 N WHITEFISH POINT RD,PARADISE,MI,49768,MI,09/07/2021,2021,260339707001033,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.03127499999999 46.663011)
2090,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.926311,-83.544154,39963 S RAVEN ROW,DRUMMOND ISLAND TWP,MI,49726,MI,12/31/2015,2016,260339711002130,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.54415400000001 45.926311)
2092,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.345611,-84.988216,29947 STATE HWY 28,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707002069,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-84.98821599999999 46.345611)
2093,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.425292,-85.039906,32327 WEST JOHNSON LAKE,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707001192,1,4 Mbps/1 Mbps,,,,False,86700,POINT (-85.039906 46.425292)
2094,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.424846,-84.954084,28329 W W MAPLE LN,ECKERMAN,MI,49728,MI,12/28/2014,2016,260339707001243,1,100 Mbps/25 Mbps,,,,False,06070,POINT (-84.95408399999999 46.424846)
2095,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.005238,-83.738159,34541 S TOWNLINE RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002088,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.738159 46.005238)
2096,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.425016,-85.047877,300 FEET SOUTH OF 32625 WEST JOHNSON LAKE,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707001196,1,10 Mbps/1 Mbps,,,,False,86700,POINT (-85.047877 46.425016)
2097,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.425096,-85.014118,33490 W NORTH SHORE DR,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707001191,1,10 Mbps/1 Mbps,,,,False,86700,POINT (-85.014118 46.425096)
2098,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.752527,-84.9794,16950 N WHITEFISH POINT RD,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001296,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-84.9794 46.752527)
2100,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.445521,-84.737799,4139 RANGER RD USFS 3154,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706003125,1,10 Mbps/1 Mbps,,,,False,06070,POINT (-84.737799 46.445521)
2101,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.426728,-85.02173,50 FEET WEST OF 33118 W NORTH SHORE DR,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707001191,1,10 Mbps/1 Mbps,,,,False,86700,POINT (-85.02173000000001 46.426728)
2102,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.401114,-84.526875,7231 MARY ELLA ROW,BRIMLEY,MI,49715,MI,11/01/2022,2022,260339706002084,1,100 Mbps/25 Mbps,,,,False,77540,POINT (-84.526875 46.401114)
2103,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.953927,-83.618392,38336 S GLEN COVE RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002077,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.618392 45.953927)
2105,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.929096,-83.607441,36332 E MAKINEN RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002097,1,4 Mbps/1 Mbps,,,,False,23080,POINT (-83.60744099999999 45.929096)
2106,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.445976,-84.739517,4066 RANGER RD USFS 3154,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706003142,1,10 Mbps/1 Mbps,,,,False,06070,POINT (-84.73951700000001 46.445976)
2107,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.999236,-83.730478,30399 E JOHNSWOOD RD,DRUMMOND ISLAND,MI,49726,MI,10/15/2017,2017,260339711002088,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.73047800000001 45.999236)
2108,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.923363,-83.537384,39832 E BASS COVE RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002130,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.537384 45.923363)
2109,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.375901,-84.52547,7756 STATE HWY 28,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706002100,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.52547 46.375901)
2110,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.355191,-84.969392,10378 S SALT PT RD,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707002050,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-84.969392 46.355191)
2111,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.941692,-83.801059,38976 S CREAM CITY PT RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001012,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.801059 45.941692)
2112,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.428694,-84.960125,28801 W W MAPLE LN,ECKERMAN,MI,49728,MI,12/28/2014,2016,260339707001250,1,100 Mbps/25 Mbps,,,,False,06070,POINT (-84.96012500000001 46.428694)
2113,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.932169,-83.623,39485 S MCKENZIE POINT RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002097,1,4 Mbps/1 Mbps,,,,False,23080,POINT (-83.623 45.932169)
2114,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.050959,-83.672846,31380 S MAXTON RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002046,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.67284600000001 46.050959)
2115,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.345036,-85.034059,32106 STATE HWY 28,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707002018,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-85.034059 46.345036)
2116,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.924801,-83.537336,39826 E BASS COVE RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002130,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.537336 45.924801)
2117,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.3466,-84.975131,100 FEET WEST OF 29282 STATE HWY 28,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707002048,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-84.975131 46.3466)
2118,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.498701,-85.602839,18531 CO RD 407 DEER PARK RD,NEWBERRY,MI,49868,MI,10/01/2018,2018,260959602001470,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.602839 46.498701)
2119,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.692422,-85.029235,12854 N N SUPERIOR DR,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001008,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.029235 46.692422)
2120,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.610519,-85.039407,7221 STATE HWY 123,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001289,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.039407 46.610519)
2121,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.4011,-84.614351,7232 S BEAUNE RD,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706003110,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.614351 46.4011)
2122,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.964488,-83.635962,37323 S LAAKSO DR,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002097,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.63596200000001 45.964488)
2123,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.354236,-85.161081,1300 FEET WEST OF 690 W 2ND ST,HULBERT,MI,49748,MI,10/01/2006,2016,260339707002022,1,10 Mbps/1 Mbps,,,,False,39860,POINT (-85.161081 46.354236)
2125,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.345772,-85.031428,INTERSECTION OF HWY 123 AND STATE HWY 28,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707002018,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-85.03142800000001 46.345772)
2126,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.941665,-83.778614,40874 S CREAM CITY PT RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001012,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.778614 45.941665)
2128,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.368736,-84.529799,9467 S MIDWAY RD,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339708001047,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.529799 46.368736)
2129,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.940263,-83.602582,35056 S BIG SHOAL BAY RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002097,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.602582 45.940263)
2130,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.711007,-85.023342,14036 N N WHITEFISH POINT RD,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001008,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.023342 46.711007)
2132,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.348911,-84.552299,10870 BOUND RD,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339708002090,1,4 Mbps/1 Mbps,,,,False,77540,POINT (-84.552299 46.348911)
2133,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.372123,-84.726577,120 FEET WEST OF 17360 STATE HWY 28,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706003281,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.72657700000001 46.372123)
2134,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.636645,-85.035947,ACROSS STREET FROM 9010 N WHITEFISH POINT RD,PARADISE,MI,49768,MI,09/07/2021,2021,260339707001033,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.03594699999999 46.636645)
2135,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.020174,-83.727599,30418 E MAXTON RD,DRUMMOND ISLAND,MI,49726,MI,10/15/2017,2017,260339711002088,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.727599 46.020174)
2136,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.348726,-84.947603,100 FEET SOUTH OF 10761 S KABELMAN RD,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339706003297,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-84.947603 46.348726)
2137,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.600696,-85.124393,36392 W LOST LAKE RD,PARADISE,MI,49768,MI,09/07/2021,2021,260339707001130,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.124393 46.600696)
2138,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.607581,-85.039579,6977 STATE HWY 123,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001289,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.039579 46.607581)
2139,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.036386,-83.697888,31833 E TOURIST RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002030,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.69788800000001 46.036386)
2140,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.003461,-83.77654,34854 S STRICKLAND POINT RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001002,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.77654 46.003461)
2141,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.423278,-85.010128,150 FEET EAST OF 33692 W NORTH SHORE DR,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707001191,1,10 Mbps/1 Mbps,,,,False,86700,POINT (-85.01012799999999 46.423278)
2142,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.959561,-83.632131,35294 E JOHNSWOOD RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002097,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.632131 45.959561)
2146,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.318709,-85.15154,37852 W BASNAU RD,HULBERT,MI,49748,MI,10/01/2006,2016,260339707002038,1,10 Mbps/1 Mbps,,,,False,39860,POINT (-85.15154 46.318709)
2147,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.562139,-85.59005,22942 DEER PARK RD CO RD 407,NEWBERRY,MI,49868,MI,10/01/2018,2018,260959602001179,1,10 Mbps/1 Mbps,,,,False,50440,POINT (-85.59005000000001 46.562139)
2148,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.379696,-84.724811,8822 USFS 3578,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706003247,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.724811 46.379696)
2149,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.376499,-84.621123,12292 STATE HWY 28,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706003292,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.621123 46.376499)
2150,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.998669,-83.746464,29590 E CHANNEL RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001012,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.746464 45.998669)
2151,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.346994,-84.969321,10868 S SALT PT RD,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707002048,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-84.96932099999999 46.346994)
2152,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.158352,-85.266865,W8175 W HIAWATHA TRL,NAUBINWAY,MI,49762,MI,12/31/2012,2016,260979502002117,1,10 Mbps/1 Mbps,,,,False,39760,POINT (-85.266865 46.158352)
2153,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.464491,-84.90083,25755 W LAKESHORE DR,BRIMLEY,MI,49715,MI,12/28/2014,2016,260339706003152,1,10 Mbps/1 Mbps,,,,False,06070,POINT (-84.90083 46.464491)
2156,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.632778,-85.037074,8695 N WHITEFISH POINT RD,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001033,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.037074 46.632778)
2157,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.985765,-83.813653,26416 E CHANNEL RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001130,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.813653 45.985765)
2158,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.6084,-85.187935,39579 STATE HWY 123,PARADISE,MI,49768,MI,12/10/2018,2018,260339707001122,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.187935 46.6084)
2159,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.73314,-85.003404,15606 N N BLUEBERRY LN,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001002,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.003404 46.73314)
2160,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.609257,-85.198091,39956 W STATE HWY 123,PARADISE,MI,49768,MI,12/10/2018,2018,260339707001107,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.19809100000001 46.609257)
2161,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.057511,-83.669966,30988 S MAXTON RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002046,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.669966 46.057511)
2163,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.350062,-85.149177,31667 W 6TH ST,HULBERT,MI,49748,MI,10/01/2006,2016,260339707002035,1,10 Mbps/1 Mbps,,,,False,39860,POINT (-85.14917699999999 46.350062)
2164,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.550488,-85.115401,400 FEET NE OF 36343 W TAHQUAMENON TRL,PARADISE,MI,49768,MI,12/10/2018,2018,260339707001122,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.11540100000001 46.550488)
2165,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.608781,-85.039505,7087 STATE HWY 123,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001289,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.03950500000001 46.608781)
2166,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.399403,-84.498673,7219 S FORREST SIDE RD,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706002081,1,100 Mbps/25 Mbps,,,,False,77540,POINT (-84.498673 46.399403)
2167,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.606985,-85.038143,6920 STATE HWY 123,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001134,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-85.03814300000001 46.606985)
2168,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.934392,-83.792186,40014 S CREAM CITY PT RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001012,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.792186 45.934392)
2169,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.424944,-84.953359,28341 W W MAPLE LN,ECKERMAN,MI,49728,MI,12/28/2014,2016,260339707001243,1,100 Mbps/25 Mbps,,,,False,06070,POINT (-84.95335900000001 46.424944)
2171,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.428066,-84.962933,28869 W MAPLE LN,ECKERMAN,MI,49728,MI,12/28/2014,2016,260339707001250,1,100 Mbps/25 Mbps,,,,False,06070,POINT (-84.96293300000001 46.428066)
2172,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.97551,-83.850858,36777 S POPLAR DR,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001124,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.850858 45.97551)
2173,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.74722,-84.986016,16666 N N WHITEFISH POINT RD,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001004,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-84.98601600000001 46.74722)
2174,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.461804,-84.739439,17980 W ABBEY LANE USFS 3151,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706003128,1,4 Mbps/1 Mbps,,,,False,06070,POINT (-84.739439 46.461804)
2175,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.036253,-83.699042,31807 E TOURIST RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002030,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.69904200000001 46.036253)
2176,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.376058,-84.508775,6960 STATE HWY 28,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339706002100,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.508775 46.376058)
2177,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.920311,-83.533167,39964 E BASS COVE RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002130,1,25 Mbps/3 Mbps,,,,False,23080,POINT (-83.53316700000001 45.920311)
2178,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.012919,-83.777332,34112 S MURIEL RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002146,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.777332 46.012919)
2180,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.468362,-84.86066,23862 W LE DUC ROW OLSEN WARD ROW,BRIMLEY,MI,49715,MI,12/28/2014,2016,260339706003147,1,4 Mbps/1 Mbps,,,,False,06070,POINT (-84.86066 46.468362)
2181,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,46.002342,-83.73815,34757 S TOWNLINE RD,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711002088,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.73815 46.002342)
2182,ACAM,310732,LICT CORPORATION,UPPER PENINSULA TEL,45.957146,-83.825901,25878 E SMITTYS ROW,DRUMMOND ISLAND,MI,49726,MI,12/31/2015,2016,260339711001137,1,10 Mbps/1 Mbps,,,,False,23080,POINT (-83.825901 45.957146)
2183,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.346378,-84.960334,28580 STATE HWY 28,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339706003306,1,10 Mbps/1 Mbps,,,,False,15560,POINT (-84.960334 46.346378)
2184,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.468802,-85.099686,2551 WHITE FISH RD STATE HWY 123,ECKERMAN,MI,49728,MI,12/31/2006,2016,260339707001178,1,10 Mbps/1 Mbps,,,,False,86700,POINT (-85.09968600000001 46.468802)
2185,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.737198,-84.999166,15900 N N BLUEBERRY LN,PARADISE,MI,49768,MI,10/01/2006,2016,260339707001002,1,100 Mbps/25 Mbps,,,,False,86700,POINT (-84.999166 46.737198)
2186,ACAM,310713,"HIAWATHA COMMUNICATIONS, INC.",HIAWATHA TEL CO,46.364065,-84.53108,9818 S MIDWAY RD,BRIMLEY,MI,49715,MI,10/01/2007,2016,260339708001055,1,10 Mbps/1 Mbps,,,,False,77540,POINT (-84.53108 46.364065)
